Ticker,Title,Summary,URL,Datetime,News Age (Days),News Time,Current Price,1 Hour Ago,4 Hours Ago,Previous Day Close,7 Days Ago,1 Hour Ago % Change,4 Hours Ago % Change,Previous Day Close % Change,7 Days Ago % Change,Headline Sentiment,Summary Sentiment
AMD,Should You Buy AMD Stock Ahead of Q2 Earnings on August 5?,"AMD stock has been on an impressive run ahead of its quarterly earnings. However, heading into Q2, there’s also an element of risk.",https://www.barchart.com/story/news/33856947/should-you-buy-amd-stock-ahead-of-q2-earnings-on-august-5?.tsrc=rss,2025-08-04 08:41:58-04:00,0,2025-08-04 08:41:58-04:00,174.9,174.9,174.9,N/A,173.38,0.0,0.0,N/A,0.88,0.0,0.3
PANW,Palo Alto Networks (PANW) to Acquire CyberArk in $25 Billion AI Security Deal,"Palo Alto Networks, Inc. (NASDAQ:PANW) is one of the AI Stocks Making Waves on Wall Street. On July 30, Reuters reported that Palo Alto Networks has agreed to buy Israeli peer CyberArk Software for an estimated $25 billion, its biggest deal yet. CEO Nikesh Arora strives to develop a comprehensive cyber security provider to capitalize on AI-driven demand. […]",https://finance.yahoo.com/news/palo-alto-networks-panw-acquire-235908242.html?.tsrc=rss,2025-08-01 19:59:08-04:00,2,2025-08-01 19:59:08-04:00,172.86,172.86,172.86,173.62,203.27,0.0,0.0,-0.44,-14.96,0.0,0.61
PANW,SentinelOne (S) Gains High-Level CCN Certification Enhancing Government Security Reach,"SentinelOne (S) recently achieved high-level certifications from the Spanish National Cryptologic Center, enhancing its capabilities in protecting sensitive government assets. Additionally, reports of potential acquisition talks with Palo Alto Networks pushed the company's stock price significantly during the month. Despite this, SentinelOne's on-market performance remained largely flat over the past month, aligning with broader market trends. The company's significant product certifications...",https://finance.yahoo.com/news/sentinelone-gains-high-level-ccn-181146617.html?.tsrc=rss,2025-08-01 14:11:46-04:00,2,2025-08-01 14:11:46-04:00,172.89,173.7,172.58,173.94,204.05,-0.47,0.18,-0.6,-15.27,0.0,0.36
PSX,Phillips 66 (NYSE:PSX) Has A Somewhat Strained Balance Sheet,"Some say volatility, rather than debt, is the best way to think about risk as an investor, but Warren Buffett famously...",https://finance.yahoo.com/news/phillips-66-nyse-psx-somewhat-130009885.html?.tsrc=rss,2025-08-01 09:00:09-04:00,3,2025-08-01 09:00:09-04:00,120.0,120.0,120.0,124.99,123.72,0.0,0.0,-3.99,-3.01,0.0,0.08
PSX,Phillips 66 hit with $800 million penalty in biofuel trade secrets case,"NEW YORK (Reuters) -U.S. refiner Phillips 66 was ordered to pay biofuel maker Propel Fuels $800 million in damages for stealing trade secrets to build up its renewable-fuel capabilities, according to a California state court document.  A state court in Alameda, California, on Wednesday ordered Phillips 66 to pay $195 million in punitive damages, in addition to $604.9 million in compensation the refiner was ordered to pay following a separate verdict.  In October, a jury in the California court decided that Houston-based Phillips 66 stole trade secrets under the guise of gathering information for a potential acquisition and then used that information to create a competing business.",https://finance.yahoo.com/news/phillips-66-hit-800-million-212717179.html?.tsrc=rss,2025-07-31 17:27:17-04:00,3,2025-07-31 17:27:17-04:00,123.56,123.56,123.42,124.44,124.27,0.0,0.11,-0.71,-0.57,0.0,-0.91
PSX,HF Sinclair beats profit estimates as refining margins soar,"(Reuters) -Refiner HF Sinclair beat Wall Street estimates for second-quarter profit on Thursday as higher refining margins in the mid-continent region helped offset lower refined product sales volumes.  Shares of HF Sinclair were up around 1.5% by 11:22 a.m. EDT.  Top U.S. refiners are posting improved results in the second quarter, rebounding from first-quarter losses as stronger-than-expected diesel margins lift earnings.",https://ca.finance.yahoo.com/news/hf-sinclair-beats-second-quarter-103415258.html?.tsrc=rss,2025-07-31 06:34:15-04:00,4,2025-07-31 06:34:15-04:00,124.99,124.99,124.99,125.66,125.49,0.0,0.0,-0.53,-0.4,0.0,0.62
MS,Are Wall Street Analysts Predicting Intel Stock Will Climb or Sink?,"Intel has underperformed the broader market over the past year, and analysts are cautious about the stock’s prospects.",https://www.barchart.com/story/news/33857148/are-wall-street-analysts-predicting-intel-stock-will-climb-or-sink?.tsrc=rss,2025-08-04 08:53:58-04:00,0,2025-08-04 08:53:58-04:00,140.74,140.74,140.74,N/A,142.74,0.0,0.0,N/A,-1.4,0.0,0.2
MS,Morgan Stanley’s Wilson Says Buy Stocks Dip on Earnings Strength,"(Bloomberg) -- Investors should buy into the selloff in US stocks because of the robust earnings outlook for the coming year, according to Morgan Stanley strategist Michael Wilson.Most Read from BloombergSeeking Relief From Heat and Smog, Cities Follow the WindChicago Curbs Hiring, Travel to Tackle $1 Billion Budget HoleNYC Mayor Adams Gives Bally’s Bronx Casino Plan a Second ChanceWhile the S&amp;P 500 faces pressure from the weakening labor market and tariff-related inflation that may delay Federa",https://finance.yahoo.com/news/morgan-stanley-wilson-says-buy-093222330.html?.tsrc=rss,2025-08-04 05:32:22-04:00,0,2025-08-04 05:32:22-04:00,140.74,140.74,140.74,N/A,142.74,0.0,0.0,N/A,-1.4,0.0,-0.36
UBER,"Earnings live: Wayfair stock soars on Q2 beat, Tyson raises revenue forecast","Second quarter earnings season is in full swing, and the results have been largely positive so far, with more positive surprises than negative ones.",https://finance.yahoo.com/news/live/earnings-live-wayfair-stock-soars-on-q2-beat-tyson-raises-revenue-forecast-122208056.html?.tsrc=rss,2025-08-04 08:22:08-04:00,0,2025-08-04 08:22:08-04:00,88.0,88.0,88.0,N/A,90.83,0.0,0.0,N/A,-3.12,0.14,0.69
UBER,"Lyft, China's Baidu to launch robotaxi service in Europe next year","(Reuters) -U.S. ride-hailing company Lyft said on Monday it will partner with China's Baidu to deploy robotaxis across Europe starting next year, marking the Chinese search engine giant's first foray into the European self-driven taxi sector.  The partnership will launch initially in Germany and the United Kingdom, with Baidu’s electric RT6 robotaxis operating on Lyft’s platform pending regulatory approval.  The rollout aims to scale to thousands of vehicles across Europe in the coming years, leveraging Lyft’s $200 million acquisition of European mobility app FreeNow, completed on Thursday.",https://finance.yahoo.com/news/lyft-chinas-baidu-launch-robotaxi-120419335.html?.tsrc=rss,2025-08-04 08:04:19-04:00,0,2025-08-04 08:04:19-04:00,88.0,88.0,88.0,N/A,90.83,0.0,0.0,N/A,-3.12,0.0,0.71
UBER,Uber's Autonomy Bet Could Quietly Redefine Its Future,Uber isn't trying to build the next robotaxi -- it's trying to be the platform they all run on.,https://www.fool.com/investing/2025/08/04/ubers-autonomy-bet-could-quietly-redefine-future/?.tsrc=rss,2025-08-04 07:15:00-04:00,0,2025-08-04 07:15:00-04:00,88.0,88.0,88.0,N/A,90.83,0.0,0.0,N/A,-3.12,0.0,0.0
INTC,Everspin Appoints Sean Dougherty Vice President of Sales,"CHANDLER, Ariz., August 04, 2025--Everspin Technologies, Inc. (NASDAQ: MRAM), the world's leading developer and manufacturer of magnetoresistive random access memory (MRAM), announced today the appointment of Sean Dougherty as Vice President of Sales, effective immediately.",https://finance.yahoo.com/news/everspin-appoints-sean-dougherty-vice-133000433.html?.tsrc=rss,2025-08-04 09:30:00-04:00,0,2025-08-04 09:30:00-04:00,19.36,19.36,19.36,N/A,20.93,0.0,0.0,N/A,-7.5,0.0,0.48
INTC,Are Wall Street Analysts Predicting Intel Stock Will Climb or Sink?,"Intel has underperformed the broader market over the past year, and analysts are cautious about the stock’s prospects.",https://www.barchart.com/story/news/33857148/are-wall-street-analysts-predicting-intel-stock-will-climb-or-sink?.tsrc=rss,2025-08-04 08:53:58-04:00,0,2025-08-04 08:53:58-04:00,19.36,19.36,19.36,N/A,20.93,0.0,0.0,N/A,-7.5,0.0,0.2
INTC,"Silicon Photonics Company Evaluation Report 2025 | Cisco, Intel, and Lumentum Lead with High-Speed Interconnects, Strategic Acquisitions, and Global Expansion","Discover the dynamic landscape of the Silicon Photonics market with the 360 Quadrants analysis. This industry report evaluates over 100 companies and highlights the leading 25 firms, including key players like Cisco Systems, Intel Corporation, and Lumentum Holdings. Silicon photonics revolutionizes data transfer by using optical rays, enhancing bandwidth and reducing power consumption. It’s a critical technology for sectors like telecommunications and data centers. The quadrant assesses companie",https://finance.yahoo.com/news/silicon-photonics-company-evaluation-report-111000918.html?.tsrc=rss,2025-08-04 07:10:00-04:00,0,2025-08-04 07:10:00-04:00,19.36,19.36,19.36,N/A,20.93,0.0,0.0,N/A,-7.5,0.0,0.65
VZ,"Verizon Communications Inc. (VZ) Adds 293K Broadband Users in Q2, Eyes 9M Fixed Wireless by 2028","We recently compiled a list of the 13 Best Major Stocks to Invest in Now. Verizon Communications Inc. stands tenth on our list. Verizon Communications Inc. (NYSE:VZ), a leading U.S. telecom provider, continues strong growth in 2025, driven by 5G and broadband innovation. With the largest mobility and broadband customer base in the U.S., the […]",https://finance.yahoo.com/news/verizon-communications-inc-vz-adds-151510808.html?.tsrc=rss,2025-08-01 11:15:10-04:00,2,2025-08-01 11:15:10-04:00,42.93,43.03,42.83,42.96,42.79,-0.23,0.23,-0.07,0.33,0.1,0.91
VZ,2 High-Yield Dow Jones Stocks to Buy in August,These stocks can help you boost your passive income.,https://www.fool.com/investing/2025/08/01/2-high-yield-dow-jones-stocks-to-buy-in-august/?.tsrc=rss,2025-08-01 04:05:00-04:00,3,2025-08-01 04:05:00-04:00,42.83,42.83,42.83,42.83,42.91,0.0,0.0,0.0,-0.19,0.0,0.74
COP,"Central Bank Outlook Lifts Wall Street Pre-Bell; Asia, Europe Up",Wall Street futures pointed moderately higher pre-bell Monday as traders weighed odds that the Feder,https://finance.yahoo.com/news/central-bank-outlook-lifts-wall-111052924.html?.tsrc=rss,2025-08-04 07:10:52-04:00,0,2025-08-04 07:10:52-04:00,92.8,92.8,92.8,N/A,96.81,0.0,0.0,N/A,-4.14,0.0,0.0
COP,Coastal Bend LNG selects ConocoPhillips’ Optimized Cascade® Process technology,"HOUSTON, August 04, 2025--Today, Coastal Bend LNG announced it has selected ConocoPhillips’ Optimized Cascade® Process liquefaction technology for its planned natural gas liquefaction and export facility on the Texas Gulf Coast. Coastal Bend LNG’s planned development includes multiple liquefaction trains, cogeneration, LNG storage tanks, and export facilities.",https://finance.yahoo.com/news/coastal-bend-lng-selects-conocophillips-110000287.html?.tsrc=rss,2025-08-04 07:00:00-04:00,0,2025-08-04 07:00:00-04:00,92.8,92.8,92.8,N/A,96.81,0.0,0.0,N/A,-4.14,0.0,0.67
AVGO,"Broadcom Inc. to Announce Third Quarter Fiscal Year 2025 Financial Results on Thursday, September 4, 2025","Broadcom Inc. (NASDAQ: AVGO), a global technology leader that designs, develops and supplies semiconductor and infrastructure software solutions, today announced it will report its third quarter fiscal year 2025 financial results and business outlook on Thursday, September 4, 2025 after the close of the market. Broadcom's management will host a conference call at 2:00 p.m. Pacific Time on the same day to discuss these results and business outlook.",https://finance.yahoo.com/news/broadcom-inc-announce-third-quarter-120000736.html?.tsrc=rss,2025-08-04 08:00:00-04:00,0,2025-08-04 08:00:00-04:00,296.0,296.0,296.0,N/A,291.7,0.0,0.0,N/A,1.47,0.0,0.18
AVGO,Nvidia Stock Climbs. What Comes Next for the AI Trade.,Nvidia stock could rely on earnings from its smaller peer Advanced Micro Devices and server maker Super Micro Computer for direction.,https://finance.yahoo.com/m/b27841a8-4b2f-3cf9-8a5a-6e3cf16c1cb1/nvidia-stock-climbs.-what.html?.tsrc=rss,2025-08-04 06:37:00-04:00,0,2025-08-04 06:37:00-04:00,296.0,296.0,296.0,N/A,291.7,0.0,0.0,N/A,1.47,0.0,0.71
AVGO,"For a Few CEOs, Pay Keeps Growing—by the Billions","Big stock awards have grown much bigger for the chief executives of Palantir and Broadcom, driven by dramatic market gains and, in some cases, complex multipliers.",https://finance.yahoo.com/m/af68791f-d6cb-3686-bab5-d1965d919c17/for-a-few-ceos%2C-pay-keeps.html?.tsrc=rss,2025-08-04 05:30:00-04:00,0,2025-08-04 05:30:00-04:00,296.0,296.0,296.0,N/A,291.7,0.0,0.0,N/A,1.47,-0.2,0.66
PFE,Late-Stage Pipeline Wins Boost Investor Confidence in High-Growth Therapeutic Areas,"As America's population ages, chronic and rare diseases are emerging as a pressing healthcare challenge — one that disproportionately affects older adults. With more than 30 million Americans living with a rare disease, the need for accurate diagnoses and effective treatments is growing urgent. Many of these conditions remain without FDA-approved therapies, and symptoms in seniors are often misattributed to typical aging, leading to years-long diagnostic delays. Recognizing this crisis, the Trum",https://finance.yahoo.com/news/stage-pipeline-wins-boost-investor-123000590.html?.tsrc=rss,2025-08-04 08:30:00-04:00,0,2025-08-04 08:30:00-04:00,23.5,23.5,23.5,N/A,24.51,0.0,0.0,N/A,-4.12,0.3,0.01
PFE,BioNTech Stock Rises as Drugmaker Beats Earnings Expectations.,"BioNTech  stock was rising after the drugmaker reported better-than-expected results early Monday.  The company’s second-quarter loss came in at 1.60 euros per share on revenue of €261 million ($302.1 million), beating analysts’ expectations of a loss per share of €2.28 on revenue of €151 million, according to FactSet.  Revenue doubled from €129 million a year ago, driven by its Covid-19 collaboration with  Pfizer  the drugmaker said.",https://finance.yahoo.com/m/56caa81d-3621-3fe0-9dc7-e78efb284ae9/biontech-stock-rises-as.html?.tsrc=rss,2025-08-04 07:59:00-04:00,0,2025-08-04 07:59:00-04:00,23.5,23.5,23.5,N/A,24.51,0.0,0.0,N/A,-4.12,0.0,-0.49
PFE,How To Earn $500 A Month From Pfizer Stock Ahead Of Q2 Earnings,"Pfizer Inc. (NYSE:PFE) will release earnings results for the second quarter before the opening bell on Tuesday, Aug. 5. Analysts expect the pharmaceutical company to report quarterly earnings of 57 cents per share, down from 60 cents per share in the year-ago period. Pfizer projects to report quarterly revenue of $13.53 billion, compared to $13.28 billion a year earlier, according to data from Benzinga Pro. Some investors may be eyeing potential gains from the company's dividends. Currently, Pfi",https://finance.yahoo.com/news/earn-500-month-pfizer-stock-115509249.html?.tsrc=rss,2025-08-04 07:55:09-04:00,0,2025-08-04 07:55:09-04:00,23.5,23.5,23.5,N/A,24.51,0.0,0.0,N/A,-4.12,0.0,0.7
MSFT,Semperis Unveils Entra ID and Active Directory Security Tools at Black Hat USA 2025,"Semperis, a provider of AI-powered identity-security and cyber resilience, today announced two Black Hat Arsenal demonstrations. Chief Identity Architect Eric Woodruff and Security Researcher Tomer Nahum will present a session titled SAMLSmith. Nahum and Security Researcher Jonathan Elkabas will present a talk titled EntraGoat - A Deliberately Vulnerable Entra ID Environment.",https://finance.yahoo.com/news/semperis-unveils-entra-id-active-130000691.html?.tsrc=rss,2025-08-04 09:00:00-04:00,0,2025-08-04 09:00:00-04:00,532.94,532.94,532.94,N/A,514.08,0.0,0.0,N/A,3.67,-0.15,0.44
MSFT,SquareX Researchers Reaffirms their Browser Security Thought Leadership with Multiple Vulnerability Disclosures in Key Black Hat and DEF CON 33 Talks,"SquareX, the leading browser security company, will be disclosing multiple key research findings at Black Hat USA and DEF CON 33, 2025 this August. Through multiple talks, the researchers will be revealing critical architectural vulnerabilities in passkey authentication systems, enterprise DLP and browser extensions.",https://finance.yahoo.com/news/squarex-researchers-reaffirms-browser-security-130000136.html?.tsrc=rss,2025-08-04 09:00:00-04:00,0,2025-08-04 09:00:00-04:00,532.94,532.94,532.94,N/A,514.08,0.0,0.0,N/A,3.67,-0.06,-0.13
MSFT,Stock Market Today: Dow Bounces After Market Sell-Off; Tesla Rallies On Musk Pay Package (Live Coverage),The Dow Jones index bounced after Friday's market sell-off. Tesla stock rallied on a new pay package for CEO Elon Musk.,https://finance.yahoo.com/m/510a66c2-a7a2-3f6a-a050-85ddce9c69e8/stock-market-today%3A-dow.html?.tsrc=rss,2025-08-04 08:42:54-04:00,0,2025-08-04 08:42:54-04:00,532.94,532.94,532.94,N/A,514.08,0.0,0.0,N/A,3.67,0.14,-0.1
ASML,This Week In AI Chips - CAST Unveils MCP Server Transforming Enterprise AI Solutions,"CAST has announced the early access launch of its CAST Imaging MCP server, providing a significant development within the AI chips landscape. This new Model Context Protocol (MCP) bridge allows AI agents to directly access and analyze complex software applications through CAST Imaging's architecture maps. The server enhances AI's ability to understand, modify, and transform large, intricate enterprise systems without the need for custom coding, leveraging deterministic data for reliable AI...",https://finance.yahoo.com/news/week-ai-chips-cast-unveils-113723859.html?.tsrc=rss,2025-08-04 07:37:23-04:00,0,2025-08-04 07:37:23-04:00,696.83,696.83,696.83,N/A,730.49,0.0,0.0,N/A,-4.61,0.0,0.57
JPM,Why Mortgage Lenders Are Ignoring Trump’s Rollback on Home Appraisal Reviews,"(Bloomberg) -- At one midsized US mortgage lender, almost a quarter of customers who dispute property appraisals find that the value of their home had been miscalculated.Most Read from BloombergSeeking Relief From Heat and Smog, Cities Follow the WindChicago Curbs Hiring, Travel to Tackle $1 Billion Budget HoleNYC Mayor Adams Gives Bally’s Bronx Casino Plan a Second ChanceIt’s an industrywide issue that has historically penalized minority groups, and now President Donald Trump has offered lender",https://finance.yahoo.com/news/why-mortgage-lenders-ignoring-trump-140026287.html?.tsrc=rss,2025-08-04 06:40:04-04:00,0,2025-08-04 06:40:04-04:00,291.93,291.93,291.93,N/A,299.32,0.0,0.0,N/A,-2.47,0.0,0.15
JPM,Q3 2025 Investor Conference & Events Highlights,Corporate gatherings in the weeks to come provide an insightful backdrop as the Q2 earnings season rolls on.,https://finance.yahoo.com/news/q3-2025-investor-conference-events-093802607.html?.tsrc=rss,2025-08-04 05:38:02-04:00,0,2025-08-04 05:38:02-04:00,291.93,291.93,291.93,N/A,299.32,0.0,0.0,N/A,-2.47,0.0,0.0
